case,concept:name,entity,time:timestamp,value
0_1,"exit-High-(W_Call after offers,A_Complete)",segment,2016-01-04 00:00:00+00:00,88.0
0_1,"exit-High-(W_Call after offers,W_Call after offers)",segment,2016-01-04 00:00:00+00:00,93.0
0_1,"exit-High-(O_Created,O_Sent (mail and online))",segment,2016-01-04 00:00:00+00:00,108.0
0_1,"exit-High-(O_Sent (mail and online),W_Complete application)",segment,2016-01-04 00:00:00+00:00,88.0
0_1,"exit-High-(W_Complete application,A_Concept)",segment,2016-01-04 00:00:00+00:00,91.0
0_1,"exit-High-(A_Accepted,O_Create Offer)",segment,2016-01-04 00:00:00+00:00,81.0
0_1,"exit-High-(A_Complete,W_Call after offers)",segment,2016-01-04 00:00:00+00:00,83.0
0_1,"exit-High-(O_Create Offer,O_Created)",segment,2016-01-04 00:00:00+00:00,127.0
0_1,"exit-High-(W_Handle leads,W_Handle leads)",segment,2016-01-04 00:00:00+00:00,94.0
0_1,"exit-High-(W_Complete application,W_Call after offers)",segment,2016-01-04 00:00:00+00:00,88.0
0_1,"cross-High-(W_Complete application,W_Complete application)",segment,2016-01-04 00:00:00+00:00,277.0
0_1,"cross-High-(A_Concept,W_Complete application)",segment,2016-01-04 00:00:00+00:00,117.0
0_1,"cross-High-(W_Call after offers,A_Complete)",segment,2016-01-04 00:00:00+00:00,88.0
0_1,"cross-High-(W_Call after offers,W_Call after offers)",segment,2016-01-04 00:00:00+00:00,270.0
0_1,"cross-High-(O_Created,O_Sent (mail and online))",segment,2016-01-04 00:00:00+00:00,108.0
0_1,"cross-High-(O_Sent (mail and online),W_Complete application)",segment,2016-01-04 00:00:00+00:00,88.0
0_1,"cross-High-(W_Complete application,A_Concept)",segment,2016-01-04 00:00:00+00:00,91.0
0_1,"cross-High-(O_Create Offer,O_Created)",segment,2016-01-04 00:00:00+00:00,127.0
0_1,"cross-High-(W_Handle leads,W_Handle leads)",segment,2016-01-04 00:00:00+00:00,99.0
0_1,"cross-High-(W_Complete application,W_Call after offers)",segment,2016-01-04 00:00:00+00:00,88.0
0_1,"handover-High-(W_Complete application,W_Complete application)",segment,2016-01-04 00:00:00+00:00,2.375
0_1,"handover-High-(W_Call after offers,O_Create Offer)",segment,2016-01-04 00:00:00+00:00,2.2
0_1,"workload-High-(W_Complete application,W_Complete application)",segment,2016-01-04 00:00:00+00:00,11.8
0_1,"workload-High-(A_Create Application,A_Submitted)",segment,2016-01-04 00:00:00+00:00,69.0
0_1,"workload-High-(W_Handle leads,W_Complete application)",segment,2016-01-04 00:00:00+00:00,9.857142857142858
0_1,"workload-High-(A_Submitted,W_Handle leads)",segment,2016-01-04 00:00:00+00:00,69.0
0_1,"workload-High-(O_Create Offer,O_Created)",segment,2016-01-04 00:00:00+00:00,9.76923076923077
0_1,"workload-High-(W_Handle leads,W_Handle leads)",segment,2016-01-04 00:00:00+00:00,11.142857142857142
0_1,exec-High-W_Call after offers,activity,2016-01-05 00:00:00+00:00,335.0
0_1,exec-High-W_Complete application,activity,2016-01-05 00:00:00+00:00,406.0
0_1,to-exec-High-A_Complete,activity,2016-01-05 00:00:00+00:00,92.0
0_1,to-exec-High-O_Sent (mail and online),activity,2016-01-05 00:00:00+00:00,112.0
0_1,to-exec-High-W_Handle leads,activity,2016-01-05 00:00:00+00:00,108.0
0_1,to-exec-High-A_Submitted,activity,2016-01-05 00:00:00+00:00,46.0
0_1,to-exec-High-W_Call after offers,activity,2016-01-05 00:00:00+00:00,623.0
0_1,to-exec-High-W_Complete application,activity,2016-01-05 00:00:00+00:00,486.0
0_1,to-exec-High-O_Create Offer,activity,2016-01-05 00:00:00+00:00,132.0
0_1,to-exec-High-A_Create Application,activity,2016-01-05 00:00:00+00:00,84.0
0_1,to-exec-High-O_Created,activity,2016-01-05 00:00:00+00:00,119.0
0_1,to-exec-High-A_Accepted,activity,2016-01-05 00:00:00+00:00,111.0
0_1,to-exec-High-A_Concept,activity,2016-01-05 00:00:00+00:00,87.0
0_1,do-High-User_1,resource,2016-01-05 00:00:00+00:00,259.0
0_1,do-High-User_15,resource,2016-01-05 00:00:00+00:00,181.0
0_1,todo-High-User_21,resource,2016-01-05 00:00:00+00:00,41.0
0_1,todo-High-User_2,resource,2016-01-05 00:00:00+00:00,94.0
0_1,todo-High-User_15,resource,2016-01-05 00:00:00+00:00,60.0
0_1,busy-High-User_1,resource,2016-01-05 00:00:00+00:00,265.0
0_1,busy-High-User_2,resource,2016-01-05 00:00:00+00:00,108.0
0_1,busy-High-User_15,resource,2016-01-05 00:00:00+00:00,241.0
0_1,busy-High-User_110,resource,2016-01-05 00:00:00+00:00,112.0
0_1,busy-High-User_71,resource,2016-01-05 00:00:00+00:00,120.0
0_1,busy-High-User_4,resource,2016-01-05 00:00:00+00:00,117.0
0_1,"enter-High-(W_Complete application,W_Complete application)",segment,2016-01-05 00:00:00+00:00,170.0
0_1,"enter-High-(W_Call after offers,A_Complete)",segment,2016-01-05 00:00:00+00:00,91.0
0_1,"enter-High-(W_Call after offers,W_Call after offers)",segment,2016-01-05 00:00:00+00:00,227.0
0_1,"enter-High-(O_Created,O_Sent (mail and online))",segment,2016-01-05 00:00:00+00:00,99.0
0_1,"enter-High-(O_Sent (mail and online),W_Complete application)",segment,2016-01-05 00:00:00+00:00,91.0
0_1,"enter-High-(A_Accepted,O_Create Offer)",segment,2016-01-05 00:00:00+00:00,90.0
0_1,"enter-High-(A_Complete,W_Call after offers)",segment,2016-01-05 00:00:00+00:00,89.0
0_1,"enter-High-(O_Create Offer,O_Created)",segment,2016-01-05 00:00:00+00:00,118.0
0_1,"enter-High-(W_Complete application,W_Call after offers)",segment,2016-01-05 00:00:00+00:00,91.0
0_1,"exit-High-(W_Complete application,W_Complete application)",segment,2016-01-05 00:00:00+00:00,162.0
0_1,"exit-High-(W_Call after offers,A_Complete)",segment,2016-01-05 00:00:00+00:00,91.0
0_1,"exit-High-(W_Call after offers,W_Call after offers)",segment,2016-01-05 00:00:00+00:00,149.0
0_1,"exit-High-(O_Created,O_Sent (mail and online))",segment,2016-01-05 00:00:00+00:00,99.0
0_1,"exit-High-(O_Sent (mail and online),W_Complete application)",segment,2016-01-05 00:00:00+00:00,91.0
0_1,"exit-High-(A_Accepted,O_Create Offer)",segment,2016-01-05 00:00:00+00:00,90.0
0_1,"exit-High-(A_Complete,W_Call after offers)",segment,2016-01-05 00:00:00+00:00,89.0
0_1,"exit-High-(O_Create Offer,O_Created)",segment,2016-01-05 00:00:00+00:00,118.0
0_1,"exit-High-(W_Complete application,W_Call after offers)",segment,2016-01-05 00:00:00+00:00,91.0
0_1,"cross-High-(W_Complete application,W_Complete application)",segment,2016-01-05 00:00:00+00:00,199.0
0_1,"cross-High-(A_Concept,W_Complete application)",segment,2016-01-05 00:00:00+00:00,111.0
0_1,"cross-High-(W_Call after offers,A_Complete)",segment,2016-01-05 00:00:00+00:00,91.0
0_1,"cross-High-(W_Call after offers,W_Call after offers)",segment,2016-01-05 00:00:00+00:00,404.0
0_1,"cross-High-(O_Created,O_Sent (mail and online))",segment,2016-01-05 00:00:00+00:00,99.0
0_1,"cross-High-(O_Sent (mail and online),W_Complete application)",segment,2016-01-05 00:00:00+00:00,91.0
0_1,"cross-High-(A_Accepted,O_Create Offer)",segment,2016-01-05 00:00:00+00:00,90.0
0_1,"cross-High-(A_Complete,W_Call after offers)",segment,2016-01-05 00:00:00+00:00,89.0
0_1,"cross-High-(O_Create Offer,O_Created)",segment,2016-01-05 00:00:00+00:00,118.0
0_1,"cross-High-(W_Complete application,W_Call after offers)",segment,2016-01-05 00:00:00+00:00,91.0
0_1,"handover-High-(W_Call after offers,W_Call after offers)",segment,2016-01-05 00:00:00+00:00,2.3333333333333335
0_1,"handover-High-(A_Complete,W_Call after offers)",segment,2016-01-05 00:00:00+00:00,3.0
0_1,"workload-High-(A_Create Application,A_Submitted)",segment,2016-01-05 00:00:00+00:00,45.0
0_1,"workload-High-(W_Handle leads,W_Complete application)",segment,2016-01-05 00:00:00+00:00,12.0
0_1,"workload-High-(A_Submitted,W_Handle leads)",segment,2016-01-05 00:00:00+00:00,45.0
0_1,"workload-High-(W_Handle leads,W_Handle leads)",segment,2016-01-05 00:00:00+00:00,9.8
0_1,exec-High-W_Call after offers,activity,2016-01-06 00:00:00+00:00,259.0
0_1,exec-High-W_Complete application,activity,2016-01-06 00:00:00+00:00,388.0
0_1,to-exec-High-A_Complete,activity,2016-01-06 00:00:00+00:00,86.0
0_1,to-exec-High-O_Sent (mail and online),activity,2016-01-06 00:00:00+00:00,91.0
0_1,to-exec-High-W_Handle leads,activity,2016-01-06 00:00:00+00:00,127.0
0_1,to-exec-High-A_Submitted,activity,2016-01-06 00:00:00+00:00,54.0
0_1,to-exec-High-W_Call after offers,activity,2016-01-06 00:00:00+00:00,629.0
0_1,to-exec-High-W_Complete application,activity,2016-01-06 00:00:00+00:00,465.0
0_1,to-exec-High-O_Create Offer,activity,2016-01-06 00:00:00+00:00,110.0
0_1,to-exec-High-A_Create Application,activity,2016-01-06 00:00:00+00:00,87.0
0_1,to-exec-High-O_Created,activity,2016-01-06 00:00:00+00:00,98.0
0_1,to-exec-High-A_Accepted,activity,2016-01-06 00:00:00+00:00,99.0
0_1,to-exec-High-A_Concept,activity,2016-01-06 00:00:00+00:00,85.0
0_1,do-High-User_1,resource,2016-01-06 00:00:00+00:00,283.0
0_1,do-High-User_108,resource,2016-01-06 00:00:00+00:00,137.0
0_1,do-High-User_49,resource,2016-01-06 00:00:00+00:00,140.0
0_1,todo-High-User_21,resource,2016-01-06 00:00:00+00:00,69.0
0_1,todo-High-User_2,resource,2016-01-06 00:00:00+00:00,112.0
0_1,todo-High-User_15,resource,2016-01-06 00:00:00+00:00,62.0
0_1,busy-High-User_1,resource,2016-01-06 00:00:00+00:00,289.0
0_1,busy-High-User_31,resource,2016-01-06 00:00:00+00:00,140.0
0_1,busy-High-User_21,resource,2016-01-06 00:00:00+00:00,153.0
0_1,busy-High-User_37,resource,2016-01-06 00:00:00+00:00,136.0
0_1,busy-High-User_108,resource,2016-01-06 00:00:00+00:00,138.0
0_1,busy-High-User_2,resource,2016-01-06 00:00:00+00:00,164.0
0_1,busy-High-User_49,resource,2016-01-06 00:00:00+00:00,150.0
0_1,busy-High-User_27,resource,2016-01-06 00:00:00+00:00,118.0
0_1,"enter-High-(W_Complete application,W_Complete application)",segment,2016-01-06 00:00:00+00:00,163.0
0_1,"enter-High-(W_Call after offers,A_Complete)",segment,2016-01-06 00:00:00+00:00,85.0
0_1,"enter-High-(W_Call after offers,W_Call after offers)",segment,2016-01-06 00:00:00+00:00,168.0
0_1,"enter-High-(O_Sent (mail and online),W_Complete application)",segment,2016-01-06 00:00:00+00:00,82.0
0_1,"enter-High-(A_Accepted,O_Create Offer)",segment,2016-01-06 00:00:00+00:00,82.0
0_1,"enter-High-(A_Complete,W_Call after offers)",segment,2016-01-06 00:00:00+00:00,84.0
0_1,"enter-High-(O_Create Offer,O_Created)",segment,2016-01-06 00:00:00+00:00,97.0
0_1,"enter-High-(W_Complete application,W_Call after offers)",segment,2016-01-06 00:00:00+00:00,85.0
0_1,"exit-High-(W_Complete application,W_Complete application)",segment,2016-01-06 00:00:00+00:00,170.0
0_1,"exit-High-(W_Call after offers,A_Complete)",segment,2016-01-06 00:00:00+00:00,85.0
0_1,"exit-High-(W_Call after offers,W_Call after offers)",segment,2016-01-06 00:00:00+00:00,86.0
0_1,"exit-High-(O_Sent (mail and online),W_Complete application)",segment,2016-01-06 00:00:00+00:00,82.0
0_1,"exit-High-(A_Accepted,O_Create Offer)",segment,2016-01-06 00:00:00+00:00,82.0
0_1,"exit-High-(A_Complete,W_Call after offers)",segment,2016-01-06 00:00:00+00:00,84.0
0_1,"exit-High-(O_Create Offer,O_Created)",segment,2016-01-06 00:00:00+00:00,97.0
0_1,"exit-High-(W_Complete application,W_Call after offers)",segment,2016-01-06 00:00:00+00:00,85.0
0_1,"cross-High-(W_Complete application,W_Complete application)",segment,2016-01-06 00:00:00+00:00,200.0
0_1,"cross-High-(A_Concept,W_Complete application)",segment,2016-01-06 00:00:00+00:00,96.0
0_1,"cross-High-(W_Call after offers,W_Call after offers)",segment,2016-01-06 00:00:00+00:00,423.0
0_1,"cross-High-(O_Create Offer,O_Created)",segment,2016-01-06 00:00:00+00:00,97.0
0_1,"workload-High-(A_Create Application,A_Submitted)",segment,2016-01-06 00:00:00+00:00,53.0
0_1,"workload-High-(A_Submitted,W_Handle leads)",segment,2016-01-06 00:00:00+00:00,53.0
0_1,exec-High-W_Call after offers,activity,2016-01-07 00:00:00+00:00,383.0
0_1,exec-High-W_Complete application,activity,2016-01-07 00:00:00+00:00,334.0
0_1,to-exec-High-A_Complete,activity,2016-01-07 00:00:00+00:00,48.0
0_1,to-exec-High-O_Sent (mail and online),activity,2016-01-07 00:00:00+00:00,55.0
0_1,to-exec-High-W_Handle leads,activity,2016-01-07 00:00:00+00:00,164.0
0_1,to-exec-High-A_Submitted,activity,2016-01-07 00:00:00+00:00,40.0
0_1,to-exec-High-W_Call incomplete files,activity,2016-01-07 00:00:00+00:00,44.0
0_1,to-exec-High-W_Call after offers,activity,2016-01-07 00:00:00+00:00,754.0
0_1,to-exec-High-W_Complete application,activity,2016-01-07 00:00:00+00:00,436.0
0_1,to-exec-High-O_Create Offer,activity,2016-01-07 00:00:00+00:00,83.0
0_1,to-exec-High-A_Create Application,activity,2016-01-07 00:00:00+00:00,69.0
0_1,to-exec-High-O_Created,activity,2016-01-07 00:00:00+00:00,55.0
0_1,to-exec-High-W_Validate application,activity,2016-01-07 00:00:00+00:00,105.0
0_1,to-exec-High-A_Accepted,activity,2016-01-07 00:00:00+00:00,58.0
0_1,to-exec-High-A_Concept,activity,2016-01-07 00:00:00+00:00,67.0
0_1,do-High-User_1,resource,2016-01-07 00:00:00+00:00,167.0
0_1,do-High-User_15,resource,2016-01-07 00:00:00+00:00,155.0
0_1,do-High-User_4,resource,2016-01-07 00:00:00+00:00,144.0
0_1,todo-High-User_21,resource,2016-01-07 00:00:00+00:00,71.0
0_1,todo-High-User_2,resource,2016-01-07 00:00:00+00:00,116.0
0_1,todo-High-User_27,resource,2016-01-07 00:00:00+00:00,35.0
0_1,todo-High-User_9,resource,2016-01-07 00:00:00+00:00,40.0
0_1,busy-High-User_1,resource,2016-01-07 00:00:00+00:00,179.0
0_1,busy-High-User_44,resource,2016-01-07 00:00:00+00:00,109.0
0_1,busy-High-User_2,resource,2016-01-07 00:00:00+00:00,173.0
0_1,busy-High-User_15,resource,2016-01-07 00:00:00+00:00,155.0
0_1,busy-High-User_4,resource,2016-01-07 00:00:00+00:00,153.0
